Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ttl_mean,ttl_variance,tcp_window_mean,tcp_window_min,tcp_window_max,ip_fragment_flag_present,retransmission_count
-0.2757894992828369,0.004780220799148083,0.009175051935017109,0.08692994713783264,-0.006170485634356737,0.15873073041439056,-0.31267645955085754,-0.05329841747879982,0.00756852189078927,-0.2220921367406845,-0.6222435832023621,-0.45001348853111267,-0.28933173418045044,-0.05624699592590332,-0.1337362825870514,-0.2877533435821533,-0.3502110540866852,-0.34987935423851013,-0.04960056021809578,-0.29631128907203674,-0.2649456262588501,-0.3173346221446991,-0.3439890146255493,-0.1273505985736847,-0.12827765941619873,-0.1903485804796219,-0.18156351149082184,-0.21018458902835846,-0.12739622592926025,-0.20308904349803925,0.0,-0.01194146741181612,0.0,0.00109210389200598,0.0021237104665488005,-0.18186989426612854,0.29484158754348755,-0.6761223077774048,-0.2530212998390198,-0.4349571466445923,-0.3371031582355499,-0.3118118941783905,-0.20084552466869354,-0.20308904349803925,-0.01564774475991726,0.4690791070461273,0.40815678238868713,1.4834043979644775,-0.01194146741181612,-0.01566854491829872,0.4185493588447571,-0.46042147278785706,-0.05329841747879982,-0.45001348853111267,0.00109210389200598,0.0,0.0,0.0,0.0,0.0,0.0,0.004780220799148083,0.08692994713783264,0.009175051935017109,-0.006170650478452444,0.6870546936988831,-0.17597170174121857,0.00804089941084385,0.0026532562915235758,-0.12147048860788345,-0.09792079776525497,-0.14704164862632751,-0.0995296910405159,-0.37959539890289307,-0.11669192463159561,-0.38511374592781067,-0.36580413579940796,-0.7709026336669922,-0.040098194032907486,-0.30456769466400146,-0.2592040002346039,0.837718665599823,0.0,-0.0064445859752595425
-0.2929530739784241,0.0043856678530573845,0.008771977387368679,0.0834987610578537,-0.006184923462569714,0.1501866728067398,-0.31267645955085754,-0.05652166157960892,0.0032638178672641516,-0.22680719196796417,-0.6222435832023621,-0.4512670338153839,-0.2917187511920929,-0.056246522814035416,-0.21581760048866272,-0.2901405394077301,-0.3540487289428711,-0.3582512438297272,-0.04959886521100998,-0.31046557426452637,-0.2671228349208832,-0.32170483469963074,-0.35158392786979675,-0.1273501217365265,-0.1489805430173874,-0.19227096438407898,-0.18780867755413055,-0.22219620645046234,-0.12739643454551697,-0.20308904349803925,0.0,-0.01194146741181612,0.0,0.0010917939944192767,0.0021116160787642,-0.22387413680553436,0.013848806731402874,-0.6761223077774048,-0.2575497329235077,-0.4372738301753998,-0.33975914120674133,-0.3119918704032898,-0.20084552466869354,-0.20308904349803925,-0.01564774475991726,0.4467271566390991,0.43037474155426025,1.484147310256958,-0.01194146741181612,-0.01566854491829872,0.40422970056533813,-0.4625828266143799,-0.05652166157960892,-0.4512670338153839,0.0010917939944192767,0.0,0.0,0.0,0.0,0.0,0.0,0.0043856678530573845,0.0834987610578537,0.008771977387368679,-0.0061850897036492825,0.6642184257507324,-0.17628484964370728,0.0077097127214074135,0.0026532562915235758,-0.12147048860788345,-0.09792079776525497,-0.14704164862632751,-0.0995296910405159,-0.37959539890289307,-0.11669192463159561,-0.38511374592781067,-0.36580413579940796,-0.7709026336669922,-0.040098194032907486,-0.30358773469924927,-0.2592040002346039,0.837718665599823,0.0,-0.006911992095410824
-0.2883848249912262,0.004911941010504961,0.009141268208622932,0.08652495592832565,-0.006172060500830412,0.1577986478805542,-0.31267645955085754,-0.05615789070725441,0.006412393879145384,-0.22260650992393494,-0.6222435832023621,-0.4501819610595703,-0.2896174490451813,-0.056246448308229446,-0.21861886978149414,-0.2896652817726135,-0.3534286618232727,-0.35945290327072144,-0.04959958791732788,-0.30751582980155945,-0.2670246362686157,-0.3213624060153961,-0.3529166281223297,-0.12735110521316528,-0.14342927932739258,-0.19178350269794464,-0.18670880794525146,-0.22392012178897858,-0.12739644944667816,-0.20308904349803925,0.0,-0.01194146741181612,0.0,0.0010922059882432222,0.0021226946264505386,-0.22542262077331543,0.005024025682359934,-0.6761223077774048,-0.2535153329372406,-0.4358351528644562,-0.337643027305603,-0.31186792254447937,-0.20084552466869354,-0.20308904349803925,-0.01564774475991726,0.4666407108306885,0.410580575466156,1.487456202507019,-0.01194146741181612,-0.01566854491829872,0.4185493588447571,-0.46125394105911255,-0.05615789070725441,-0.4501819610595703,0.0010922059882432222,0.0,0.0,0.0,0.0,0.0,0.0,0.004911941010504961,0.08652495592832565,0.009141268208622932,-0.006172225810587406,0.6845634579658508,-0.17601187527179718,0.008004769682884216,0.0026532562915235758,-0.12147048860788345,-0.09792079776525497,-0.14704164862632751,-0.0995296910405159,-0.37959539890289307,-0.11669192463159561,-0.38511374592781067,-0.36580413579940796,-0.7709026336669922,-0.040098194032907486,-0.3043162524700165,-0.2592040002346039,0.837718665599823,0.0,-0.006865281146019697
-0.2876470685005188,0.0045104981400072575,0.00879532378166914,0.08347154408693314,-0.006184923462569714,0.1501866728067398,-0.31267645955085754,-0.05905964598059654,0.002710607135668397,-0.22680719196796417,-0.6222435832023621,-0.4513223171234131,-0.29175886511802673,-0.05624677985906601,-0.2200665920972824,-0.2894759178161621,-0.3527815639972687,-0.35488277673721313,-0.04959866404533386,-0.3067496418952942,-0.26676681637763977,-0.32052063941955566,-0.34852197766304016,-0.1273503452539444,-0.14273814857006073,-0.19168128073215485,-0.1856641322374344,-0.2173634171485901,-0.12739640474319458,-0.20308904349803925,0.0,-0.01194146741181612,0.0,0.0010918909683823586,0.0021123115438967943,-0.22616539895534515,8.081916166702285e-05,-0.6761223077774048,-0.2575497329235077,-0.43786096572875977,-0.33998146653175354,-0.3120250403881073,-0.20084552466869354,-0.20308904349803925,-0.01564774475991726,0.4467271566390991,0.43037474155426025,1.5205453634262085,-0.01194146741181612,-0.01566854491829872,0.4185493588447571,-0.46314433217048645,-0.05905964598059654,-0.4513223171234131,0.0010918909683823586,0.0,0.0,0.0,0.0,0.0,0.0,0.0045104981400072575,0.08347154408693314,0.00879532378166914,-0.0061850897036492825,0.6642184257507324,-0.17598563432693481,0.0077097127214074135,0.0026532562915235758,-0.12147048860788345,-0.09792079776525497,-0.14704164862632751,-0.0995296910405159,-0.37959539890289307,-0.11669192463159561,-0.38511374592781067,-0.36580413579940796,-0.7709026336669922,-0.040098194032907486,-0.3036826252937317,-0.2592040002346039,0.837718665599823,0.0,-0.006949896924197674
-0.274485319852829,0.0042452337220311165,0.008502202108502388,0.0796942263841629,-0.0062006451189517975,0.14123202860355377,-0.31267645955085754,-0.06414614617824554,-0.0019308871123939753,-0.2319413721561432,-0.6222435832023621,-0.45307308435440063,-0.2946644723415375,-0.05623525381088257,-0.2105902135372162,-0.28767409920692444,-0.3503582775592804,-0.35491809248924255,-0.04959966614842415,-0.2964416742324829,-0.2650856375694275,-0.3178715109825134,-0.3484967052936554,-0.12734898924827576,-0.12678088247776031,-0.19027575850486755,-0.18183331191539764,-0.21741363406181335,-0.1273943930864334,-0.14612194895744324,0.0,-0.01194146741181612,0.0,0.0010916846804320812,0.0021032909862697124,-0.2213030308485031,0.03243572264909744,-0.6761223077774048,-0.2623594403266907,-0.44103217124938965,-0.34304484724998474,-0.3122759163379669,-0.20084552466869354,-0.14612194895744324,-0.01564774475991726,0.4467271566390991,0.43037474155426025,1.4801030158996582,-0.01194146741181612,-0.01566854491829872,0.4185493588447571,-0.4660525321960449,-0.06414614617824554,-0.45307308435440063,0.0010916846804320812,0.0,0.0,0.0,0.0,0.0,0.0,0.0042452337220311165,0.0796942263841629,0.008502202108502388,-0.006200812291353941,0.6641926169395447,-0.1763428896665573,0.00734908739104867,0.0026532562915235758,-0.12147048860788345,-0.09792079776525497,-0.14704164862632751,-0.0995296910405159,-0.37959539890289307,-0.11669192463159561,-0.38511374592781067,-0.36580413579940796,-0.7709026336669922,-0.040098194032907486,-0.2923940420150757,-0.2592040002346039,0.837718665599823,0.0,-0.00694100558757782
-0.2642432749271393,0.005170315504074097,0.009101600386202335,0.08464322984218597,-0.006183352787047625,0.1501866728067398,-0.31267645955085754,-0.06591783463954926,6.746164581272751e-05,-0.22680719196796417,-0.6222435832023621,-0.45222723484039307,-0.29262858629226685,-0.056247737258672714,-0.22159592807292938,-0.28678378462791443,-0.349224328994751,-0.3549656271934509,-0.049598392099142075,-0.28643298149108887,-0.2643791735172272,-0.3166390359401703,-0.3483068346977234,-0.12735308706760406,-0.11451204121112823,-0.18937966227531433,-0.17983126640319824,-0.21748344600200653,-0.12739652395248413,-0.20308904349803925,0.0,-0.01194146741181612,0.0,0.0010924257803708315,0.002122365403920412,-0.22690065205097198,-0.005469788797199726,-0.6761223077774048,-0.2575497329235077,-0.44050803780555725,-0.3413490355014801,-0.31222134828567505,-0.20084552466869354,-0.20308904349803925,-0.01564774475991726,0.4467271566390991,0.43037474155426025,1.5205453634262085,-0.01194146741181612,-0.01566854491829872,0.3844549357891083,-0.4656775891780853,-0.06591783463954926,-0.45222723484039307,0.0010924257803708315,0.0,0.0,0.0,0.0,0.0,0.0,0.005170315504074097,0.08464322984218597,0.009101600386202335,-0.006183518562465906,0.6642184257507324,-0.17598064243793488,0.007854606956243515,0.0026532562915235758,-0.12147048860788345,-0.09792079776525497,-0.14704164862632751,-0.0995296910405159,-0.37959539890289307,-0.11669192463159561,-0.38511374592781067,-0.36580413579940796,-0.7709026336669922,-0.040098194032907486,-0.3100860118865967,-0.2592040002346039,0.837718665599823,0.0,-0.0063400110229849815
-0.32664796710014343,-0.004024777561426163,-0.001254077535122633,-0.07693932950496674,-0.006843938957899809,-0.24288310110569,-0.31267645955085754,-0.2503874897956848,-0.19387540221214294,-0.449796587228775,-0.6222435832023621,-0.5077136754989624,-0.40429073572158813,-0.031973227858543396,0.07227824628353119,-0.2716994285583496,-0.33049362897872925,-0.34095102548599243,-0.049604255706071854,-0.3623318374156952,-0.2545835077762604,-0.2972317934036255,-0.3362046182155609,-0.1273585557937622,-0.18948684632778168,-0.17832250893115997,-0.15058757364749908,-0.19737637042999268,-0.12739649415016174,2.3604297637939453,0.0,-0.01194146741181612,0.0,0.0010852531995624304,0.0018086732598021626,0.09643564373254776,-0.15031461417675018,-0.6761223077774048,-0.46849676966667175,-0.5436344742774963,-0.46339547634124756,-0.32203441858291626,-0.20084552466869354,2.3604297637939453,-0.01564774475991726,0.4467271566390991,0.43037474155426025,-0.2993607223033905,-0.01194146741181612,-0.01566854491829872,-0.29743343591690063,-0.5576233863830566,-0.2503874897956848,-0.5077136754989624,0.0010852531995624304,0.0,0.0,0.0,0.0,0.0,0.0,-0.004024777561426163,-0.07693932950496674,-0.001254077535122633,-0.006844148505479097,0.6630585193634033,-0.19355382025241852,-0.002432872774079442,0.0026532562915235758,-0.12147048860788345,-0.09792079776525497,-0.14704164862632751,-0.0995296910405159,-0.37959539890289307,-0.11669192463159561,-0.38511374592781067,-0.36580413579940796,-0.7709026336669922,-0.040098194032907486,-0.18925605714321136,-0.2592040002346039,0.837718665599823,0.0,-0.00782765168696642
-0.2632051408290863,0.004500222392380238,0.00882265530526638,0.08364348113536835,-0.006184923462569714,0.1501866728067398,-0.31267645955085754,-0.05861921235918999,0.0027764516416937113,-0.22680719196796417,-0.6222435832023621,-0.451411634683609,-0.29183241724967957,-0.056247808039188385,-0.2197057455778122,-0.2859783172607422,-0.34818708896636963,-0.353067010641098,-0.049599338322877884,-0.28711989521980286,-0.26347577571868896,-0.31551593542099,-0.34693485498428345,-0.12735076248645782,-0.11325541138648987,-0.18893395364284515,-0.17839398980140686,-0.2147582769393921,-0.12739646434783936,-0.20308904349803925,0.0,-0.01194146741181612,0.0,0.0010918830521404743,0.0021131255198270082,-0.22598013281822205,0.001312134088948369,-0.6761223077774048,-0.2575497329235077,-0.4378761053085327,-0.3400089740753174,-0.3120288848876953,-0.20084552466869354,-0.20308904349803925,-0.01564774475991726,0.4467271566390991,0.43037474155426025,1.5205453634262085,-0.01194146741181612,-0.01566854491829872,0.4185493588447571,-0.46315959095954895,-0.05861921235918999,-0.451411634683609,0.0010918830521404743,0.0,0.0,0.0,0.0,0.0,0.0,0.004500222392380238,0.08364348113536835,0.00882265530526638,-0.0061850897036492825,0.6642184257507324,-0.17581982910633087,0.0077097127214074135,0.0026532562915235758,-0.12147048860788345,-0.09792079776525497,-0.14704164862632751,-0.0995296910405159,-0.37959539890289307,-0.11669192463159561,-0.38511374592781067,-0.36580413579940796,-0.7709026336669922,-0.040098194032907486,-0.30450671911239624,-0.2592040002346039,0.837718665599823,0.0,-0.006666278932243586
-0.28450876474380493,0.004730685148388147,0.00903632864356041,0.08519702404737473,-0.006177777424454689,0.1544155478477478,-0.31267645955085754,-0.057408109307289124,0.004776953253895044,-0.2244734764099121,-0.6222435832023621,-0.450851708650589,-0.29070228338241577,-0.056246768683195114,-0.21572056412696838,-0.28911247849464417,-0.3526008129119873,-0.3573099970817566,-0.04960010573267937,-0.3043707311153412,-0.2664491832256317,-0.3203846514225006,-0.35058894753456116,-0.12735231220722198,-0.13875128328800201,-0.19138625264167786,-0.1854211688041687,-0.22084562480449677,-0.12739655375480652,-0.20308904349803925,0.0,-0.01194146741181612,0.0,0.0010920638451352715,0.0021195337176322937,-0.22393548488616943,0.014919675886631012,-0.6761223077774048,-0.2553083896636963,-0.43691813945770264,-0.3387618362903595,-0.3119491934776306,-0.20084552466869354,-0.20308904349803925,-0.01564774475991726,0.4577902555465698,0.41937798261642456,1.5021624565124512,-0.01194146741181612,-0.01566854491829872,0.4185493588447571,-0.4622683823108673,-0.057408109307289124,-0.450851708650589,0.0010920638451352715,0.0,0.0,0.0,0.0,0.0,0.0,0.004730685148388147,0.08519702404737473,0.00903632864356041,-0.006177942734211683,0.675521194934845,-0.17599862813949585,0.00787363387644291,0.0026532562915235758,-0.12147048860788345,-0.09792079776525497,-0.14704164862632751,-0.0995296910405159,-0.37959539890289307,-0.11669192463159561,-0.38511374592781067,-0.36580413579940796,-0.7709026336669922,-0.040098194032907486,-0.3047332167625427,-0.2592040002346039,0.837718665599823,0.0,-0.006840181536972523
-0.324192613363266,-0.003944464027881622,-0.0012454944662749767,-0.07699436694383621,-0.006843226496130228,-0.24323903024196625,-0.31267645955085754,-0.2507651150226593,-0.19428645074367523,-0.4496782422065735,-0.6222435832023621,-0.5075724124908447,-0.40417391061782837,-0.01743035763502121,0.275310754776001,-0.27090609073638916,-0.32918208837509155,-0.3391064405441284,-0.0496065653860569,-0.3606184720993042,-0.25387924909591675,-0.29554128646850586,-0.33382904529571533,-0.12736184895038605,-0.18654438853263855,-0.1777067929506302,-0.14845888316631317,-0.19472907483577728,-0.1273966133594513,2.3227310180664062,0.0,-0.01194146741181612,0.0,0.0010853179264813662,0.0018103349721059203,0.30657267570495605,-0.16221199929714203,-0.6761223077774048,-0.46846333146095276,-0.5429630875587463,-0.46339869499206543,-0.3220345675945282,-0.20084552466869354,2.3227310180664062,-0.01564774475991726,0.4628337025642395,0.4143647253513336,-0.2993607223033905,-0.01194146741181612,-0.01566854491829872,-0.2869042754173279,-0.5564180016517639,-0.2507651150226593,-0.5075724124908447,0.0010853179264813662,0.0,0.0,0.0,0.0,0.0,0.0,-0.003944464027881622,-0.07699436694383621,-0.0012454944662749767,-0.006843435578048229,0.6795310974121094,-0.19334731996059418,-0.002343379193916917,0.0026532562915235758,-0.12147048860788345,-0.09792079776525497,-0.14704164862632751,-0.0995296910405159,-0.37959539890289307,-0.11669192463159561,-0.38511374592781067,-0.36580413579940796,-0.7709026336669922,-0.040098194032907486,-0.18925605714321136,-0.2592040002346039,0.837718665599823,0.0,-0.007220680359750986
